SMILES,MLM_Pred,HLM_Pred
CCC(=C\c1sc2ccc3ccccc3c2[n+]1CCCS(=O)(=O)[O-])/C=C1/Sc2ccc(OC)cc2N1CC,25.43,31.81
O=C1OC(c2ccc(Br)cc2)=N/C1=C\C=C\c1ccc([N+](=O)[O-])cc1,49.14,65.54
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1cccc(Cl)c1,44.82,62.78
COc1ccc(OC)c(/C=N/N=C2\C(=O)Nc3ccccc32)c1,42.31,60.06
C(=Cc1cc[n+]2ccsc2n1)C=C1C=CN2C=CSC2=C1,18.65,34.14
CNc1ccc(C=C2CSc3ccccc3C2=O)cc1[N+](=O)[O-],27.34,36.5
O=C1/C(=C\C=C\c2ccco2)SC(=S)N1c1cccc(Br)c1,28.04,38.5
CCOC(=O)c1ccc(-c2ccc(/C=C3\C=C(c4ccccc4)N(c4cccc(Cl)c4)C3=O)o2)cc1,49.67,67.25
Cc1ccc(Sc2ccc(C=C3COc4ccccc4C3=O)cc2[N+](=O)[O-])cc1,34.65,46.54
COc1cc(OC)c(OC)cc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCCC(C)C2)C1=O,30.89,41.21
COc1ccc(Nc2cc(N3CCN(Cc4cc(Cl)ccc4OC)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,39.04,53.68
CC(C)c1ccc(-c2c(O)c3ccccc3c3nc4ccccc4nc23)cc1,30.04,51.38
COc1ccccc1N1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,42.72,53.52
O=C1NC(=S)SC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,55.12,62.31
CCc1ccc(N2CN=c3sc(=C4C(=O)Nc5ccc(OC)cc54)c(=O)n3C2)cc1,43.39,52.83
CCCCNC(=O)c1c(N)n(-c2ccc(N3CCOCC3)cc2)c2nc3ccccc3nc12,29.9,47.26
CCN1C(=O)/C(=C/C=C2/Sc3ccc4ccccc4c3N2CCCS(=O)(=O)O)SC1=S,19.11,25.77
N#CC(C#N)=C([C]1[C][C]1)[C]1[C](c2ccccc2)[C](C(=O)[C]2[C][C]2)N2[C]1[C]=[C]c1ccccc12,40.99,52.76
O=C1C(=Cc2ccc(-c3cccc(C(F)(F)F)c3)o2)Sc2ccccc21,53.99,77.38
N#CC(C#N)=Cc1ccc(-c2cc([N+](=O)[O-])ccc2Cl)o1,33.43,42.83
COc1ccc(NC(=O)/C=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc1,34.81,49.27
O=C(O)CCN1C(=O)/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)SC1=S,72.2,79.13
N#Cc1c(/N=C/c2cc([N+](=O)[O-])ccc2O)sc2c1C1CCN2CC1,45.51,61.09
CN(C)c1ccc(/C=C(\C#N)c2nc(-c3ccc(Br)cc3)cs2)cc1,37.32,50.63
O=S(=O)(c1ccc(-c2ccc(C=Cc3nc4cc(Cl)ccc4o3)o2)cc1)N1CCOCC1,35.36,47.9
CCN(CC)c1ccc(C=C2CCC(C=NNC(=S)NC3CCCCC3)=C2N2CCOCC2)cc1,17.36,24.98
CN(C1=CC=CC=C1)/C=C/C=C/C=C2C(C=CC=C3)=C3C4=C2C=CC=C4,28.14,47.02
CN(/C=C/C=C/C=C1c2ccccc2-c2ccccc21)c1ccccc1,28.14,47.02
CCOc1cccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4C)o3)C(=O)NC2=S)c1,49.31,57.48
Cc1ccc(C(=O)N2CCN(c3ccc(NC(=O)/C=C/c4ccc(-c5ccccc5[N+](=O)[O-])o4)cc3)CC2)cc1,44.67,59.1
CCOc1ccc(Nc2cc(N3CCN(c4ccc(F)cc4)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,37.09,54.1
Cc1cccc(N2C(=O)/C(=C\C=C\c3ccco3)SC2=S)c1C,18.59,24.05
N=C1SC(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)N1c1ccc2c(c1)OCO2,49.48,65.08
CCCCCCN1C(=O)C(=CC2=Cc3ccccc3OC2C)SC1=S,10.8,14.34
N#CC(=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1)C(=O)NC1CCCCC1,30.62,42.16
COc1ccc(N2C(=O)C(=C3C=CC=CN3C)SC2=S)cc1,35.38,50.18
CCOCCCN1C(=O)C(=CC2=Cc3ccccc3OC2)SC1=S,9.68,15.01
CCc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2=O)cc1,58.86,69.54
COc1cccc(N2C(=O)NC(=O)C(=Cc3ccc([N+](=O)[O-])s3)C2=O)c1,70.98,69.39
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1cccc(Br)c1,55.66,78.48
O=C1/C(=C/c2c[nH]c3ccccc23)Oc2c1ccc([O-])c2C[NH+]1CCOCC1,44.11,58.01
COC(=O)C(C#N)c1nc2ccccc2nc1NC1CCCC1,15.03,26.52
CCOC(=O)C1CCCN(c2cc(Nc3ccc4c(c3)OCCO4)c3c4c(onc24)-c2ccccc2C3=O)C1,32.58,43.28
O=C1/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1N1CCOCC1,49.87,49.17
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(C)o1,44.87,68.71
CC(=O)N(c1nc(/C=C2/COc3ccccc3C2=O)cs1)c1ccccc1F,35.26,49.13
Nc1ccc(/N=N/c2ccccc2)c2ccccc12,15.77,42.58
O=[N+]([O-])c1ccc2oc(C=C3CCCCC3)c(N3CCOCC3)c2c1,16.28,29.04
Cc1nc2sc(-c3ccc([N+](=O)[O-])cc3)c(N)c2c(C)c1Cl,40.01,58.33
[N]C(=C(C#N)C#N)/C(=[C]/c1cccc(/[C]=C(\C#N)C([N])=C(C#N)C#N)c1)C#N,28.4,32.21
C=CCN1C(=O)C(=Cc2ccc(-c3cccc(F)c3)o2)SC1=S,26.52,37.57
O=C(C=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1)c1ccco1,35.89,46.89
CCOC(=O)c1ccc(/C=C2/C=C(c3ccccc3)N(c3ccc(Nc4ccccc4)cc3)C2=O)cc1,39.91,56.9
CCN1C(=c2sc(=C3SC(=S)N(c4ccc(C)cc4)C3=O)n(-c3ccc(C)cc3)c2=O)C=Cc2ccccc21,28.68,37.47
CC1(C)CC(N=C2C([N+](=O)[O-])=CC=C3NC4(CCCCC4)N=C32)CC(C)(C)N1,59.53,67.44
CCOC(=O)COc1ccc2c(c1)O/C(=C\C1=Cc3ccccc3OC1C)C2=O,30.93,38.1
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],53.81,66.65
COc1ccc2cc(/C=C3\N=C(c4ccccc4)OC3=O)c(N3CCCCC3)nc2c1,26.33,37.49
O=[N+]([O-])c1ccc(-c2ccc(C=Nc3c(-c4ccco4)nc4ccccn34)o2)cc1,33.21,52.24
CCN(CC)c1ccc(/C=C2\N=C(c3ccccc3)OC2=O)cc1,19.7,28.36
O=C1OC(C2=CC=CC=C2)=N/C1=C\C(C=C3)=CC=C3N(CC)CC,19.7,28.36
O=C1c2ccccc2-c2onc3c(N4CCCC4)cc(Nc4ccc(Cl)cc4)c1c23,38.09,58.13
O=[N+]([O-])c1ccc(N2CCCCC2)c(/C=N/c2ccc(-c3ccccc3)cc2)c1,24.9,37.36
O=C(O)CCN1C(=O)/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,76.03,82.13
C=CCSC1=N/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3C)o2)C(=O)S1,41.27,51.71
O=C1OC(c2ccc(Br)cc2)=CC1=Cc1ccc(-c2cc([N+](=O)[O-])ccc2Cl)o1,56.53,75.27
O=C1c2ccccc2-c2onc3c(N4CCN(c5ccccn5)CC4)cc(NC4CCCCC4)c1c23,19.34,28.67
CC1CC[NH+](Cc2c([O-])ccc3c2O/C(=C\c2cc4cc(Br)ccc4o2)C3=O)CC1,41.43,55.14
CN(C)c1ccc(C(=O)Nc2ccc(-c3cn4ccsc4n3)cc2)cc1,21.04,38.45
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc([N+](=O)[O-])cc1,50.22,71.48
CCN(CC)c1ccc(-c2cc(C(=O)O)c3c(ccc4ccccc43)n2)cc1,50.4,73.87
CCc1ccc(N2NC(=O)C(=Cc3ccc(-c4ccc(S(=O)(=O)Nc5nccs5)cc4)o3)C2=O)cc1,38.85,46.91
CC(C)N(c1ccccc1)c1ccc(NC(=O)c2ccccn2)cc1,14.11,26.78
O=C1C(=Cc2ccc(-c3cc(Cl)ccc3Cl)o2)C=C(c2ccccc2)N1c1ccc(O)cc1,54.02,80.16
CCOc1ccc2c(c1)SC(=Cc1ccc([N+](=O)[O-])cc1)C2=O,36.94,48.01
O=C1/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)Sc2ccccc21,48.43,65.46
Cc1ccccc1N1C(=O)/C(=C\C=C\c2ccco2)SC1=S,17.06,23.37
O=C1C(=Cc2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1cccc(Br)c1,44.89,60.82
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)Oc2c1ccc([O-])c2C[NH+]1CCCCC1,43.44,52.89
O=[N+]([O-])c1ccc(-c2nc3ccc4ccccc4c3c3c2CCCC3)cc1,32.13,48.67
CN(C)c1ccc(/C=C/C(=O)C(C(=O)c2ccccc2)=C2SCCCCS2)cc1,18.16,20.34
O=C1OC(c2ccc(Br)cc2)=CC1=Cc1ccc([N+](=O)[O-])cc1,48.84,64.7
CCCOc1ccc(Cc2nn3c(=O)/c(=C\c4ccc(N(CC)CC)cc4)sc3nc2=O)cc1,20.25,25.3
CN(C)c1ccc(C(=O)Nc2cc3ccccc3cc2C(=O)c2ccc(N(C)C)cc2)cc1,21.31,29.5
O=C1[N]c2ccc(S(=O)(=O)N3[C][C]C4([C][C]3)O[C][C]O4)cc2C1=C1[C][C][C][C]1,61.38,60.8
Cc1ccn2c(NC3CCCCC3)c(-c3ccc([N+](=O)[O-])o3)nc2c1,18.91,31.51
O=C([O-])CCN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S.[K+],48.61,53.93
CC(C)CN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S,11.45,13.29
Nc1ccc(N2CCOCC2)c2nonc12,43.33,59.22
Cc1cc(C(=O)O)ccc1-c1ccc(/C=C(/C#N)c2ccc([N+](=O)[O-])cc2)o1,63.84,82.21
COc1ccccc1C1=N/C(=C\c2ccc(N(C)C)c(Br)c2)C(=O)O1,34.28,41.97
CCOC(=O)Cn1cc(C=C2C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)c2ccccc21,36.55,48.61
Cc1[nH]c2ccccc2c1/C=C/c1cccc(C)[n+]1C,22.74,46.68
O=C1c2ccccc2-c2onc3c(N4CCN(CCOc5ccc(Cl)cc5)CC4)cc(NCc4ccco4)c1c23,28.3,38.88
[C]C(=O)N1[C][C]c2cc([N]C(=O)[C]=C([C]3[C][C]3)[C]3[C][C]3)ccc21,34.25,37.91
COc1ccc(C2=CC(=Cc3ccc([N+](=O)[O-])o3)C(=O)O2)cc1OC,40.93,50.9
C[n+]1c2cc3ccccc3cc2n2nc3c(cc21)c1cccc2cccc3c21,30.09,50.4
COC(=O)c1ccc(Nc2cc(N3CCC(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,34.37,44.45
COc1ccc([N+](=O)[O-])cc1-c1ccc(C=C2C(=O)N(c3ccccc3)C(=S)N(c3ccc(C)c(C)c3)C2=O)o1,43.95,55.76
CC(C)N1C(=O)/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)SC1=S,31.61,38.3
Nc1c(N2CCOCC2)cc(Nc2ccc(Cl)cc2)c2c1C(=O)c1ccccc1C2=O,49.74,70.88
N#Cc1ccc(C=Cc2nc3ccc([N+](=O)[O-])cc3s2)cc1,30.31,44.98
CNc1c(I)cc(C=C2C(=O)c3ccccc3C2=O)cc1I,48.96,68.98
"[Cl-].CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1 |c:12,15|",20.95,29.1
CCC(/C=C1\Sc2ccc(OC)cc2N1CC)=C1\N=C(c2ccccc2)OC1=O,24.87,29.85
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1cccc(I)c1,54.75,78.66
O=C1/C(=C/c2ccco2)Oc2c1ccc([O-])c2C[NH+]1CCOCC1,42.41,57.87
Cc1ccc(N2CCN(C3=NC(=O)/C(=C/c4ccc(-c5ccc(Cl)cc5[N+](=O)[O-])o4)S3)CC2)cc1Cl,46.11,57.38
CCN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)N(C)C1=S,31.62,37.56
CCC(/C=C1\Sc2ccc(OC)cc2N1CC)=C1\SC(=S)N(C)C1=O,16.74,19.97
Nc1c(C(=O)c2ccccc2)sc2nc3c(cc12)N1CCC3CC1,16.89,28.13
O=C1/C(=C\C=C\c2ccc3c(c2)OCO3)SC(=S)N1Cc1ccccc1,16.95,23.0
CCc1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1N1Cc2ccccc2C1,22.49,32.03
CCC1=CC(/N=N/C2=CC=C([N+]([O-])=O)C=C2)=CC=C1N3CC(C=CC=C4)=C4C3,22.49,32.03
O=C(Nc1ccccc1)c1sc(N2CCCC2)nc1-c1ccc([N+](=O)[O-])cc1,31.08,44.55
CCOc1cc(Br)c(/C=C2/C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)cc1OC,54.11,75.54
Cc1ccc(C)c(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)c1,50.82,71.91
O=C(CN1C(=O)S/C(=C\c2ccc(O)c([N+](=O)[O-])c2)C1=O)Nc1ccc(N2CCOCC2)cc1,73.95,75.26
c1ccc2cc3nc4c5ccccc5c5ccccc5c4nc3cc2c1,26.17,48.08
COC(=O)c1ccc(-c2ccc(C=C3CC(C(=O)O)c4ccccc4C3=O)o2)cc1,61.37,78.82
Cc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)o1,51.86,67.44
CCCCCCN1C=CC(=CC=C(C#N)C(=O)Nc2ccccc2)c2ccccc21,17.06,22.25
CN1c2c(ccc3cccnc23)C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,18.09,21.52
Cc1ccc(-c2nn3c4cc(N5CCOCC5)ccc4nc3c3ccccc23)cc1,21.08,32.63
COc1cc2c3c(c1)-c1c(ssc1=S)C(C)(C)N3C(=O)/C2=C1\SC(S)=NC1=O,37.89,42.51
Cc1cccc(C2=N/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4C)o3)C(=O)O2)c1,46.84,61.61
COc1cccc(Nc2cc(N3CCCC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)c1,26.69,39.03
O=C1NC(=S)NC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,60.57,63.15
COc1ccc2sc(/C=C/c3cccc([N+](=O)[O-])c3)[n+](C)c2c1,24.91,30.83
CCCCCCCCOC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,26.92,38.68
CCN1C(=O)C(=Cc2ccc(N3CCOCC3)o2)C(=O)N(CC)C1=S,50.48,65.37
NOS(=O)c1ccc(-c2ccc(C=C3SC(=S)N(C4CCS(=O)(=O)C4)C3=O)o2)cc1,60.1,64.13
CC[NH+](CC)CCCC(C)Nc1nc(C=Cc2c(Cl)cc(Cl)cc2Cl)nc2ccc([N+](=O)[O-])cc12,23.6,29.75
CCOc1ccc(NC2=NC(=O)C(=CC=Cc3ccco3)S2)cc1,19.65,27.74
O=c1/c(=C/C=C/c2ccccc2)sc2n1CN(c1cccc([N+](=O)[O-])c1)CN=2,45.76,57.61
O=[N+]([O-])c1ccc(Cl)c(/C=N/N=C/c2cc([N+](=O)[O-])ccc2Cl)c1,50.2,61.45
Cc1ccc2cc(/C=C3\N=C(c4ccccc4)OC3=O)c(N(C)C)nc2c1,26.62,37.72
O=[N+]([O-])c1c(N2CCOCC2)ccc2n[se]nc12,67.28,73.13
COC(=O)c1cccc(-c2ccc(C=C3SC(=S)N(C4CCCCC4)C3=O)o2)c1,23.85,28.25
O=C1N/C(=N\c2cccc(Cl)c2)S/C1=C\c1ccc(N2CCCCC2)o1,28.68,41.4
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccc(F)cc2)o1,60.09,89.03
CCOC(=O)C1CCN(c2cc(Nc3ccc(C(=O)OC)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,37.88,47.58
[C][C]C(/[C]=C1\Sc2ccc(O[C])cc2N1[C][C])=C(C#N)C#N,27.81,32.42
CC1CCCC[NH+]1Cc1c([O-])ccc2c1O/C(=C\c1cc(Cl)cc3c1OCOC3)C2=O,32.68,43.76
COc1ccc2c(C(F)(F)F)cc3sc(-c4ccccc4)c([O-])[n+]3c2c1,50.41,71.54
CN1CCCc2cc(/C=C3/SC(=S)N(c4cccc(O)c4)C3=O)ccc21,29.57,39.85
CCN(CC)c1ccc(/N=C2\S/C(=C3\Sc4ccccc4N3CC)C(=O)N2Cc2ccccc2)c(C)c1,14.73,17.22
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccc2ncccc2c1,51.06,74.66
Cc1cc(C)c(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1,46.68,68.82
Cc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2SC(=S)N(CC(=O)O)C2=O)o1,75.15,81.27
CC1CCC[NH+](Cc2c([O-])ccc3c2O/C(=C\c2ccc(Cl)cc2Cl)C3=O)C1,39.25,54.59
CCN1C(=O)C(=Cc2ccc(-c3ccc(OC)cc3[N+](=O)[O-])o2)SC1=S,32.61,37.89
O=C1c2ccccc2C(=O)c2cc(NC(=S)NC(=O)C34CC5CC(CC(C5)C3)C4)ccc21,40.85,59.83
CCN1C(=O)/C(=C\c2ccc(COc3ccc([N+](=O)[O-])cc3)o2)SC1=S,26.43,31.97
O=C1c2ccccc2-c2onc3c(N4CCN(CCOc5ccc(Cl)cc5)CC4)cc(NCc4ccccc4)c1c23,28.46,39.74
CN(C)c1ccc(/C=C2\C(=O)c3ccccc3S(=O)(=O)N2CCO)cc1,42.38,55.38
COc1ccc(N2C(=O)C(=Cc3ccc(-c4ccccc4Cl)o3)SC2=S)cc1,38.79,52.73
CCN1C(=O)/C(=C\c2cc(C)n(C)c2C)c2cc(S(=O)(=O)N3CCOCC3)ccc21,27.93,30.09
CN(C)c1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc([N+](=O)[O-])c2)cc1,33.24,50.03
CC1CSC(=C(C(=O)C=Cc2ccc(N(C)C)cc2)C(=O)C=Cc2ccc(N(C)C)cc2)S1,17.9,17.84
CCSC1=NC(=C(C=C2Sc3ccc(OC)cc3N2CC)CC)C(=O)S1,17.08,21.03
COc1ccc(OC)c(/C=C2\Oc3c(ccc([O-])c3C[NH+]3CCCC3)C2=O)c1,38.77,54.68
CCOc1ccc2c(c1)C(=c1sc3n(c1=O)CN(c1ccccc1)CN=3)C(=O)N2,47.24,57.57
O=C(O)CCCN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)SC1=S,67.83,75.22
CCN(CC)c1ccc(C=C2CCC(C=NNc3ccccc3C(=O)O)=C2N2CCOCC2)cc1,56.49,68.78
COCC[NH+](CCOC)Cc1c([O-])ccc2c1O/C(=C\C=C\c1ccccc1)C2=O,10.62,9.1
CSCCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)SC1=S,64.83,74.44
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)S/C1=C/c1ccc(-c2ccc(Cl)c(Cl)c2)o1,50.67,68.41
CCN1CCN(c2cc(NCc3ccco3)c3c4c(onc24)-c2ccccc2C3=O)CC1,21.82,35.44
CN(c1ccc(C=O)cc1)c1cccc2c1C(=O)c1ccccc1C2=O,40.97,58.25
CN(C)c1ccc(C=CC2=[N+](C)c3ccc(Br)cc3C2(C)C)cc1,21.04,27.34
CN1C=CC=C/C1=C1\N=C(c2ccccc2)OC1=O,42.58,63.49
O=C(O1)/C(N=C1C2=CC=CC=C2)=C3N(C)C=CC=C\3,42.57,63.48
CCN(CC)c1ccc(C=C2CCC(C=NNC(=S)Nc3ccccc3)=C2N2CCOCC2)cc1,20.56,27.13
O=S(=O)(c1ccc(-c2ccc(C=Cc3nc4ccccc4s3)o2)cc1)N1CCOCC1,23.53,30.75
CCN(CC)c1ccc(N2C(=O)/C(=C3/C(=O)Nc4ccccc43)SC2=S)cc1,31.76,37.7
CCCCn1c(=O)/c(=C/C=C2/Sc3ccccc3N2CC)s/c1=C1\SC(=S)N(NC(C)=O)C1=O,23.44,25.44
[C]c1ccc(N2C(=O)[C]3[C]([C]4[C]=[C][C]3C4=C3[C][C][C][C]3)C2=O)c([C])c1,52.26,71.19
Cc1ccc(Nc2cc(N(C)[C@H](C)[C@H](O)c3ccccc3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,37.64,57.37
CN(C)c1ccc(C2OC34CCCCC3C(C#N)(C(=N)O4)C2(C#N)C#N)cc1,49.45,63.52
CCc1ccc(N=C2SC(=Cc3ccc(-c4ccccc4Cl)o3)C(=O)N2c2ccc(CC)cc2)cc1,40.11,57.3
CCCn1c(=C2SC(=S)N(c3ccccc3)C2=O)sc(=C2C=Cc3ccccc3N2CC)c1=O,17.17,17.45
CCCC[N+]1=C(C)c2cccc3c(Cl)ccc1c23,24.28,38.06
O=C1/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1Cc1ccccc1,31.87,40.28
O=C1C(=Cc2ccc(-c3ccc(Cl)cc3)o2)SC(=S)N1Cc1cccnc1,28.61,37.13
C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O,65.27,71.14
O=C1c2ccccc2C(=O)c2c(Nc3c4ccccc4nc4ccccc34)cccc21,43.23,66.72
COC(=O)c1cc([N+](=O)[O-])cc2c1-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])/C2=C/c1ccc(N(C)C)cc1,43.32,48.8
CN(C)c1cc(NCCN2CCCC2)c2c3c(onc13)-c1ccccc1C2=O,22.24,41.08
COc1cccc(Nc2cc(N3CCN(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)c1,35.91,55.53
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC)=C4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,52.44,63.93
O=C(O)CN1C(=O)C(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)SC1=S,77.72,83.13
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C\c1ccc(-c2ccc(Br)cc2)o1,34.44,46.57
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1cccc(Cl)c1,55.15,78.82
Cc1ccc(C(=O)N/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)NC2CCS(=O)(=O)C2)cc1,56.2,70.19
O=C1c2ccccc2C(=O)c2c(NCCc3ccc(O)cc3)ccc(NCCc3ccc(O)cc3)c21,43.08,60.93
N#Cc1cc2c(-c3ccc(Cl)cc3)c(N)n(O)c2cc1C#N,56.28,82.92
COc1ccc(OC)c(/C=C/c2cccn[n+]2C)c1,20.45,39.44
COc1ccc(CN2C(=O)/C(=C/c3ccc(-c4ccc(C(=O)O)cc4)o3)SC2=S)cc1,64.24,81.47
CCN(CC)c1ccc(/N=C2\S/C(=C3\Sc4ccc(OC)cc4N3CC)C(=O)N2Cc2ccccc2)c(C)c1,16.43,18.85
COCCN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,29.64,34.54
COc1cccc(Nc2cc(N3CCN(C4CCCCC4)CC3)c3noc4c3c2C(=O)c2ccccc2-4)c1,26.86,40.3
COc1ccc(-c2n[nH]cc2/C=C(\C#N)c2ccc([N+](=O)[O-])cc2)cc1,42.05,49.46
CCCCCCCCCCCCCCCCCCNS(=O)(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,20.56,33.6
Cc1cccc2c1N(C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)C(C)(C)c1ssc(=S)c1-2,26.98,33.41
CN1CCN(c2cc(NCCc3ccccc3)c3c(c2N)C(=O)c2ccccc2C3=O)CC1,30.35,45.57
N#CC(=[C]/[C]=[C]/[C]=[C]/[C]=C1N(c2ccccc2)c2ccccc2N1c1ccccc1)C#N,24.6,31.83
Cc1cc(-c2ccc(C=C3Sc4ccccc4C3=O)o2)c(C)c([N+](=O)[O-])c1,40.38,52.52
CCOc1ccc2nc3c4cccc5c(N6CCOCC6)ccc(c(=O)n3c2c1)c54,24.19,37.92
ClC(/C(C=C/1Br)=C(C#N)/C2=CC=C(C)C=C2)=CC1=N/O,51.94,67.63
Cc1ccc(/C(C#N)=C2\C=C(Br)/C(=N/O)C=C2Cl)cc1,51.94,67.62
O=C(c1ccc(S(=O)(=O)C(F)F)cc1)N(c1ccc(SC(F)F)cc1)c1nc2ccccc2s1,27.19,37.2
O=C(O)CCN1C(=O)/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)SC1=S,79.33,80.11
COc1ccc(C2=C/C(=C/c3ccc([N+](=O)[O-])o3)C(=O)O2)cc1OC,44.46,55.23
COc1ccc(OC)c(/C=C2\Oc3cc(OC(=O)N(c4ccccc4)c4ccccc4)ccc3C2=O)c1,42.2,58.05
O=C(C=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)Nc1ccc(Cl)cc1,40.14,58.03
CCN1C(=c2sc(=C3SC(=S)N(N)C3=O)n(CC)c2=O)C=Cc2cc(OC)ccc21,32.21,31.79
O=C(O)CN1C(=O)S/C(=C\C=C2\SCCN2CCCS(=O)(=O)O)C1=S,85.79,90.06
CCN1C(=O)/C(=c2/s/c(=C3/N(C)c4ccccc4C3(C)C)c(=O)n2CC)SC1=S,12.19,9.3
Cc1cc(C(=O)Nc2ccc3nc(N4CCCC4)sc3c2)ccc1[N+](=O)[O-],27.9,39.91
O=C(/C=C/c1ccc([N+](=O)[O-])s1)N(Cc1ccccc1)Cc1ccccc1,13.26,16.38
O=C(O)c1cccc(-c2ccc(C=C3SC(=S)N(C4CCCCC4)C3=O)o2)c1,64.64,81.44
O=C(Nc1ccc(N2CCOCC2)cc1)c1ccc(-c2ccc(S(=O)(=O)N3CCCC3)s2)cc1,27.0,34.01
C=CCN1C(=O)C(=Cc2ccc(-c3cc([N+](=O)[O-])ccc3Cl)o2)SC1=S,40.38,50.02
[C][C]N1C(=O)C(=[C]c2ccc(-c3cccc(F)c3)o2)C(=O)N([C][C])C1=S,47.17,56.93
O=C1C(=CC2=Cc3ccccc3OC2)SC(=S)N1N1CCOCC1,36.27,47.28
